SubjectID,pt_cond,emot_cond,exper,mainfeel_1,mainfeel_2,mainfeel_3,main_expl,mainfeel_prob,mainfeel_prob_comment,happy,shocked,hopeful,angry,compass,interest,disgust,mad,curious,afraid,grateful,proud,surprise,amused,down,worried,frustrated,sad,embarrass,guilt,selfanger,symp,melfeel_1,melfeel_2,melfeel_3,melexpl,mhappy,mshocked,mhope,mangry,mselfanger,minterest,mdisgust,mmad,mcurious,mafraid,mgrateful,mproud,msurprise,mamused,mdown,mworried,mfrustrate,msad,membarrass,mguilty,pleas,selfag,targag,otherag,sitag,mixag,selfpow,targpow,othpow,noonepow,sitcont,immoral,m_pleas,m_selfag,m_otherag,m_sitag,m_mixag,m_selfpow,m_otherpow,m_noonepow,m_sitpow,m_immoral,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_10,iri_11,iri_15,iri_29,iri_30,iri_32,iri_33,iri_34,iri2_19,iri2_22,iri2_23,iri2_24,iri2_25,iri2_28,iri2_35,iri2_36,iri2_37,iri2_38,iri2_39,iri2_40,iri2_41,iri2_42,ssc,ideol,age,female,black,asian,latino,white,other,mideast,natam,pacisl,mom_ed,dad_ed,expcomment,language,inattentionORsuspicion,minorproblem
303,2,1,Jacob,Interest,Pity,Empathy,The participant wrote about an experience that was interesting but sort of sucked for her. A series of unfortunate events.,0,,1,1,1,1,3,4,1,1,2,1,4,1,2,3,1,1,1,1,1,1,1,4,Excitement,Frustration,Disappointment,There was probably a bit a sadness too.,3,1,3,3,1,1,1,3,1,2,1,1,2,1,4,2,4,4,1,1,3,1,1,1,4,2,1,1,2,2,3,1,4,2,2,3,4,2,2,3,3,1,4,4,2,1,3,2,4,4,2,2,4,2,3,2,4,3,4,4,4,4,2,3,2,3,3,2,3,3,21,4,18,0,0,1,0,0,0,0,0,0,8,8,Participant thought the purpose of the study was to understand how we empathize with someone else. / Had a bit of difficulty recalling what Melissa's letter was about. Thought that the car had repairs done while on the trip to NY; not before as the letter states. / Participant said they were unsure how well they could see how this experience affected Melissa's life; but was able to feel what she felt in the moment.,0,0,1
304,1,1,Jacob,Pity,Empathy,Awkward,,0,,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,3,Sadness,Regret,Horror,,1,4,1,2,1,1,1,1,1,1,1,1,3,1,5,2,3,5,1,4,3,1,1,4,2,3,1,1,3,2,2,1,5,3,3,3,3,2,3,3,3,1,2,4,2,1,5,3,5,3,1,1,4,1,3,1,1,3,4,4,4,3,2,5,1,5,4,1,2,1,21,7,18,1,0,0,0,1,0,0,0,0,8,8,Participant completely everything very quickly. May have been rushing to get it done as fast as possible. / Was very brief when asked about the content of the letter.  / Understood the instructions: remain objective/detached. Still felt that Melissa was upset about the car troubles. / ,0,0,1
308,2,2,Jacob,Humor,Disbelief,Bewilderment,I think the participant had a bad experience but it's funny to see someone depend on a bad friend. / ,0,,1,4,1,2,4,1,1,1,4,1,5,1,4,3,1,1,1,4,1,1,1,5,Sadness,Anger,Surprise,,1,3,4,5,2,1,4,5,1,3,1,1,3,1,5,4,5,5,4,1,2,1,3,5,1,5,1,5,5,1,1,4,4,1,5,1,2,1,4,1,1,5,4,2,4,4,4,1,4,1,4,4,4,4,4,5,2,4,3,5,2,4,1,3,1,4,4,1,4,4,20,3,18,0,0,1,0,0,0,0,0,0,8,8,Thought the purpose was to study perceptions of emotions. / Participant didn't go into depth about the letter. Just said it was about a girl who went on a trip because her friend was getting married. / Recalled instructions and rated ability as well.,0,0,1
309,1,2,Jacob,Sympathy ,Slight disgust,Sad,I felt this emotions because this girl was so upset that her friend lied to her and then she missed her best friend's bachelorette party. Though I could push down my emotions a bit; I couldn't fully because it was very unfair for this girl to have to experience that.,0,,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3,Anger,Disgust,Sadness,After she found out her friend lied to her; she was disgusted and mad. She was also very upset/sad that she missed the chance to see her best friend.,1,2,1,4,1,1,3,4,1,1,1,1,1,1,2,1,2,2,1,1,3,1,1,5,1,2,1,1,5,1,1,5,5,2,5,1,1,1,5,1,1,5,3,5,1,1,3,2,5,3,1,3,5,2,5,2,1,5,5,5,5,4,2,2,1,5,3,2,4,2,17,5,18,1,0,0,0,1,0,0,0,0,2,2,Nothing to report.,0,0,0
311,2,1,Jacob,Sad,Sorry,,I feel bad for Melissa; she had a big plan that was truly important to her and it ended up not happening. I bet she is really going to think about getting a  flight instead of a car from now on.,0,,1,3,2,3,3,3,1,2,1,1,2,1,3,1,3,1,3,5,1,1,1,5,Extremely Sad,Disappointed,Angry,,1,2,1,4,2,2,2,5,1,1,1,1,2,1,5,2,5,5,1,1,4,1,1,4,5,2,1,2,3,2,3,1,4,2,3,4,2,2,2,1,3,1,3,4,2,2,3,3,4,2,2,4,4,4,4,4,3,2,4,4,4,4,2,2,2,3,4,2,3,2,21,3,18,0,0,0,0,1,0,0,0,0,8,8,Thought the purpose of the study was to see how the participant's background affected responses. / Nothing else to note.,0,0,0
401,2,2,Sophie,anger,sadness,let down,I can relate to her experience of being let down by a close friend and missing a major part of another friend's wedding because I experienced something similar.,0,,1,2,1,3,3,3,3,3,2,1,1,1,2,1,4,1,4,3,1,1,1,4,frustration,anger,sadness,She was frustrated and angry at her friend and that she was unable to attend her friend's bachelorette party. She was also slightly sad that a friend of hers would let her down when she really needed them.,1,3,1,4,2,1,4,4,1,2,1,1,3,1,4,1,5,4,1,2,2,1,2,5,4,4,1,3,5,2,2,2,5,2,5,2,3,2,5,2,1,2,4,5,1,1,4,3,5,4,1,1,4,3,5,2,2,4,5,5,5,4,1,3,1,4,3,2,4,3,21,2,18,1,0,0,0,1,0,0,0,0,4,7,Subject said they could relate well to Melissa; since they had been in a similar situation.  Also said they didn't think there was more to the study than met the eye.  She correctly remembered how I told her to read the letter.,0,0,0
412,1,2,Sophie,indifference,,,,0,,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,upset,anger,bitterness,,1,5,3,5,1,1,5,5,1,1,1,1,3,1,3,3,5,4,1,1,3,1,2,5,2,4,1,2,4,1,1,3,5,3,5,1,2,2,5,1,1,5,3,2,3,4,5,2,4,4,1,1,2,2,4,1,2,3,4,3,3,2,2,3,3,3,5,1,5,1,19,6,18,1,0,0,0,1,0,0,0,0,8,7,Subject said she had a hard time remaining objective.,0,0,0
421,2,1,Sophie,sympathetic,sad,disheartened,I thought that the situation was extremely unfortunate and the sadness that was felt was extremely avoidable if the correct knowledge was held. ,0,,1,1,1,3,5,1,1,2,1,1,1,1,1,1,5,1,3,4,1,1,1,5,anxious,frusturated,sad,,1,3,1,5,1,1,1,4,1,1,1,1,1,1,5,4,5,5,1,1,3,NA,1,4,5,5,1,1,3,3,2,1,5,3,4,4,5,3,4,2,2,1,3,5,1,4,1,3,2,2,4,5,4,3,2,5,3,1,4,4,4,2,1,1,1,3,1,2,1,2,19,4,18,1,0,1,0,0,0,0,0,0,7,8,,0,0,0
424,2,1,Sophie,Sad,Compassion,Anger,This story is so sad because if I were her; I would be so upset that I missed my best friends baccalaureate party (a once in a life time opportunity.),0,,2,2,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,Angry,Sad,Disappointed,She was very disappointed that there were car troubles because she could have definitely found another way to get to New York. ,4,2,1,4,1,1,1,3,1,1,4,1,4,1,5,4,4,5,1,1,4,1,1,1,4,1,1,1,1,5,5,1,5,3,3,4,4,4,NA,2,3,1,4,5,2,3,3,1,4,2,2,2,4,4,5,3,1,3,4,4,4,3,3,3,2,5,4,1,3,1,18,4,18,1,0,0,1,0,0,0,0,0,7,2,,0,0,0
434,1,1,Sophie,intrigue,sympathy,understanding,I can understand in a way how the person must have felt because similar issues with car problems have troubled myself in the past as well,0,,1,1,1,1,3,3,1,1,2,1,1,1,1,1,3,1,3,2,1,1,1,4,sadness,anger,regret,,1,2,1,2,2,1,2,2,1,1,1,1,3,1,5,4,5,5,2,2,2,1,3,5,1,2,1,3,4,1,1,3,5,3,4,2,2,2,5,1,2,3,4,3,2,2,5,2,5,1,2,3,4,4,4,1,2,3,4,4,2,3,2,3,2,4,4,1,5,1,22,6,18,0,0,0,0,1,0,0,0,0,4,7,,0,0,0
437,1,1,Sophie,annoyed,sad,apathetic,I think she should have booked the flight in the first place. I would have never trusted someone'e car that was in the shop to drive me to new york city from ann arbor. ,0,,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,2,1,1,sadness,upset ,dissapointment,she was dissapointed thaat the car broke and she couldn't go to her friends bachelorette party she was sad and upset because she really wanted to go ,1,5,2,5,1,1,NA,4,1,1,1,1,1,1,5,3,5,5,1,4,4,1,5,4,2,3,1,5,5,1,1,1,5,1,1,4,4,1,1,2,5,1,5,3,1,5,5,3,1,3,4,1,3,5,2,1,1,2,5,4,3,2,3,5,5,4,5,1,5,1,16,3,18,1,1,0,0,0,0,0,0,0,7,4,,0,0,0
439,2,2,Sophie,anger,empathy,pity,,0,,2,3,1,5,1,1,2,5,2,1,1,1,1,1,1,3,5,1,1,1,1,5,anger,frustration,disappointment,,1,1,1,5,4,3,4,5,1,1,1,1,1,1,5,4,5,4,1,2,4,1,2,5,2,5,1,3,4,3,3,1,5,2,5,2,4,1,4,2,2,2,5,2,1,1,5,3,4,3,3,1,5,3,5,2,1,5,5,5,5,5,2,5,1,3,5,3,5,3,20,6,18,1,0,0,0,1,0,0,0,0,7,8,Subject had a hard time explaining the way I asked her to read the letter when asked at the end of the study.,0,0,1
448,1,1,Sophie,frustration,aggravation,upset,It's frustrating that her friend lied to her about fixing the car; resulting in her missing her best friend's bachelorette party.,0,,1,3,1,3,5,3,3,3,1,1,1,1,3,1,3,1,5,3,1,1,1,5,frustration,anger,upset,,1,4,1,5,1,1,5,5,1,1,1,1,4,1,5,1,5,5,1,1,5,1,1,5,2,2,2,5,5,1,2,3,1,1,1,1,1,1,1,1,1,1,4,3,2,2,5,3,5,4,1,1,5,3,5,1,4,5,4,5,5,5,2,4,2,3,5,2,5,2,20,4,18,1,0,0,0,1,0,0,0,0,7,7,,0,0,0
459,2,1,Sophie,sadness,sympathy,,This is terrible. I feel so bad for the girl. I also know what it is like to miss an important event; not as big as the one she missed; but I can relate to her feelings when she wrote this.,0,,1,4,1,3,4,2,1,2,1,1,1,1,1,1,4,2,4,4,1,1,1,3,sad,angry,,She was not able to attend the party she wanted to go to so badly. I would be feeling very sad also.,1,1,1,4,3,1,3,4,1,3,1,1,2,1,5,4,5,5,1,3,4,1,2,4,2,4,1,3,4,1,2,1,4,3,4,2,3,3,5,2,2,2,2,2,3,1,2,3,4,4,2,2,4,3,4,5,4,3,4,3,3,2,3,4,1,2,4,3,NA,2,22,5,18,0,0,0,0,1,0,0,0,0,7,8,Subject didn't think there was anything more to the study than meets the eye and said he did a good job putting himself in Melissa's shoes.,0,0,0
462,2,1,Sophie,empathetic,upset,pissed ,I imagined what the writer may have felt during this experience; and I'm trying to empathize with her. If that were me; I would've been so upset; but also pissed.  That circumstance would suck.,0,,1,1,1,4,5,4,1,3,3,1,4,1,2,1,2,1,4,3,1,1,1,5,Excitement,Sadness,Grief,At the beginning of the letter; she was real excited; but then that turned to sadness and grief through her experience.,1,3,1,3,1,1,2,3,1,1,1,1,1,1,4,1,4,5,1,1,4,1,1,4,4,3,1,1,3,2,2,1,3,1,3,3,2,2,4,1,1,1,5,5,1,1,3,4,4,4,1,1,4,2,5,3,2,5,5,4,5,5,1,2,1,3,3,2,2,2,20,3,18,0,0,0,0,1,0,0,0,0,8,8,,0,0,0
464,2,1,Sophie,Sorry for the writer,Amused,Alert,While I felt sorry for the writer's misfortune their story was also rather amusing and well told.  As for alert i think that's mainly because I'm taking a study and taking it seriously. ,0,,3,1,2,1,3,2,1,1,2,1,4,1,1,3,1,1,1,1,1,1,1,3,Distressed,Sorry or ashamed,Frustrated,,1,4,1,2,2,1,2,2,1,1,2,1,3,1,5,1,4,4,4,2,3,1,2,2,4,4,1,3,2,3,3,1,5,2,1,4,4,1,2,5,5,1,3,3,4,2,1,1,4,1,3,3,3,5,3,3,1,4,2,3,2,3,3,2,1,4,2,1,3,1,20,5,18,0,0,0,0,1,0,0,0,0,8,8,Subject had a bit of trouble remembering how I asked him to read the letter(but eventually remembered without prompting).,0,0,0
465,2,2,Sophie,feel bad,,,I feel bad that she missed her friends party when it was completely out of her control.,0,,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,3,2,1,1,1,5,Excited,Upset,,At first the participant was very excited about going to New York; but then her friend ruined it by not taking the car in for repairs; which made her upset.,4,1,2,4,1,1,2,3,1,1,1,1,1,1,5,3,2,5,1,1,2,1,1,5,1,4,1,4,3,1,1,4,5,1,5,3,5,2,4,1,1,5,5,3,3,4,3,3,3,5,1,1,3,1,3,3,5,3,3,4,3,1,3,4,1,3,5,2,5,1,20,2,18,1,0,0,0,1,0,0,0,0,3,8,Subject had a hard time remembering how I asked her to read the letter,0,0,1
466,1,2,Sophie,sympathetic,annoyed,confused,,0,,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,2,2,2,1,1,1,3,fuming,upset,guilty,,1,1,1,4,3,1,1,4,1,1,1,1,2,1,2,3,5,3,1,4,2,1,4,4,3,5,2,4,2,1,1,2,4,3,4,2,4,2,4,1,2,2,5,5,3,4,5,2,5,5,1,1,5,1,5,1,5,5,5,5,5,5,4,5,1,2,5,4,5,5,16,4,18,1,0,1,0,0,0,0,0,0,2,7,Subject said she had a hard time remaining objective; but that overall; she did an OK job.,0,0,0
468,1,1,Sophie,Confusion,Empathy,Humor,,0,,1,1,1,1,3,2,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,3,Disappointment,Frustration,Affected,affected; as in she was pretty affected by what has happened,1,1,1,4,3,1,1,4,1,1,1,1,1,1,4,1,5,5,2,3,3,1,2,3,3,4,2,4,3,2,2,1,5,3,4,4,3,1,4,2,4,2,2,3,2,2,3,1,4,2,2,3,4,4,3,3,4,4,3,4,4,4,2,2,1,4,2,1,3,1,20,3,18,1,0,1,0,0,0,0,0,0,8,8,Subject said she was able to remain objective.,0,0,0
471,2,1,Sophie,sympathetic,upset,disappointed,  ,0,,1,5,1,3,5,5,5,3,1,1,1,1,5,3,5,5,5,5,1,3,1,5,despondent,frustrated,shocked, She cried for days afterwards,1,5,1,5,1,1,5,3,1,5,1,1,5,2,5,5,5,5,3,1,5,1,1,4,5,5,1,2,4,2,4,3,5,1,3,5,5,1,3,4,4,5,5,4,2,2,3,2,3,2,2,3,2,3,4,2,2,3,4,3,2,3,4,3,2,4,3,2,3,2,15,4,18,0,0,1,0,0,0,0,0,0,3,2,,0,0,0
472,1,1,Sophie,Compasion,Sorry,Somewhat annoyed,I felt somewhat annoyed because it's only a bachelorette party; yes it was her best friend's; but they can go to NYC another time for a more intimate girls weekend ,0,,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,4,dissapointment,discouragment,sad,,1,2,1,2,1,1,1,2,1,1,1,1,1,1,4,1,2,5,1,4,2,1,1,4,2,3,1,2,4,2,2,1,4,2,3,3,3,2,3,4,2,1,1,2,3,4,1,3,4,5,5,1,4,3,3,2,4,3,1,3,2,4,2,4,2,3,2,1,4,1,16,4,18,1,0,0,0,1,0,0,0,0,4,3,,0,0,0
502,2,1,Xinhao,Happy,Relieved,Curious,I am both happy and relieved that he or she was able to recover his or her phone; but I am curious as to how his or her zipper opened and I would like to know more about the drive and activities he or she did while on his or her trip.,0,,4,3,2,1,1,3,1,1,4,1,2,2,3,4,1,1,1,1,1,1,1,3,Happy,Relieved,Interested,The way he or she wrote the letter made it seem as if he or she was truly interested in the study and took the time to write a clever heading and sincere sign off,5,1,2,1,1,4,1,1,1,1,5,1,2,3,1,1,1,1,2,1,1,1,2,1,4,4,2,2,2,2,3,1,3,2,1,4,4,2,1,4,4,1,5,3,4,5,4,2,4,3,3,2,3,5,4,1,4,4,3,4,3,1,4,2,2,4,4,2,3,1,21,3,18,0,0,0,0,1,0,0,0,0,7,8,The participant misremembered the content of the letter; he said the letter was about the girl went to a trip and then lost her phone. Maybe he did not read the letter very carefully.,0,1,0
507,1,2,Xinhao,sorrow ,interested ,curious ,I feel bad that this happened to the participant.,0,,1,5,1,3,5,5,2,4,5,1,5,1,5,1,5,4,5,5,1,1,1,5,sorrow,anger,frustration ,She is very angry that she missed a very important day in her best friends life.,1,3,1,5,5,2,5,5,3,5,1,1,3,1,5,5,5,5,2,5,4,1,3,5,1,4,1,4,5,1,1,1,5,4,5,1,2,4,5,1,1,1,5,4,3,2,5,4,5,5,1,5,4,3,4,1,5,3,5,4,3,3,4,5,1,4,5,3,5,3,21,4,18,1,0,0,0,1,0,0,0,0,7,7,The participant was asked to remain objective while she was reading the letter; however; when asked about what is the purpose of the study; she said that this study is about how people put themselves in the shoes when they learn about other people's personal experience.  ,0,0,0
510,2,2,Xinhao,angry,hopeful,sad,This participant seemed to have been excited about the bachelorette party; but she couldn't because of someone else's mistake,0,,1,5,4,4,3,4,4,4,5,1,1,1,2,5,5,4,4,5,4,3,4,5,upset,down,angry,She did say that she was upset that her friend basically let her down by preventing her from going to an event that is life-changing for her best friend,1,5,4,5,2,4,4,5,2,4,1,1,5,3,5,4,5,5,1,1,4,1,1,4,4,4,1,2,4,2,4,2,5,1,1,3,2,1,5,1,2,4,5,4,4,4,2,5,5,5,2,3,2,2,5,3,5,2,4,2,4,3,4,2,1,1,2,4,3,3,22,6,18,1,0,1,0,0,0,0,0,0,7,8,The participant said that she wrote a letter to a future participant of her own band; and she guessed that the letter that I gave her was not written by another participant; it was written by the researcher. ,0,1,0
511,2,1,Xinhao,Sympathy,Despair,Anger,It must be horrible to miss your best friend's bachelorette party because of something as silly as a defective car part. I would be pretty frustrated to know that something that ruined a once-in-a-lifetime moment was something that could have easily been controlled.,0,,1,2,1,1,1,1,1,4,1,1,1,1,2,1,3,1,5,4,1,1,3,1,In Disbelief,Sad,Frustrated,This writer is still tearing up thinking about the entire situation right now. It must have been something that was extremely important to her to invoke so much emotion. ,1,2,1,1,2,1,1,1,1,1,1,1,2,1,4,1,2,5,2,1,3,1,1,2,5,2,2,2,3,3,4,1,4,1,2,4,4,1,3,3,4,1,4,4,2,1,3,4,3,5,1,1,3,3,5,3,4,4,3,4,4,4,1,2,1,3,3,2,4,2,20,6,18,1,0,1,0,0,0,0,0,0,2,2,The participant thought that the study is about how hard for people to put themselves in other's shoes.,0,0,0
513,1,1,Xinhao,sad,as if the worst things happen to the most well-intentioned people,laughing at how thinks work out sometimes,I tried to remain objective; but then I imagined myself in the situation and it made me feel exactly as the writer said she felt,0,,1,2,1,1,2,3,1,1,2,1,2,1,2,3,2,1,1,3,1,1,1,2,really upset,surprised,unhappy,,1,4,1,3,2,1,1,3,1,1,1,1,4,1,4,4,3,4,3,3,5,3,3,4,2,5,1,2,4,1,3,2,4,3,4,1,2,1,3,1,1,3,5,5,4,3,3,3,5,4,3,1,2,3,3,2,4,2,3,3,4,3,4,4,2,3,3,2,4,3,15,5,18,1,0,0,0,1,0,0,0,0,8,8,The participant said she failed to remain objective at the end of the survey; and she said the question asking about her family's SES is little bit odd. ,0,0,0
514,2,1,Xinhao,Sad,Sorry,Pissed,I feel bad that she missed her friend's bachelorette party; it is really sad. I'm also pissed at the boy that said his car was fine.,0,,2,2,1,2,4,1,1,2,2,1,3,1,1,3,2,1,4,4,1,1,1,5,Upset,Angry,Annoyed,,1,2,1,5,4,1,2,5,2,2,1,1,3,1,5,5,5,5,2,5,4,1,3,5,2,4,1,4,5,2,2,2,5,4,4,3,5,3,4,2,2,4,3,3,2,3,5,3,4,4,2,1,3,3,4,1,3,3,5,4,3,2,2,5,2,4,5,2,5,2,20,2,18,1,0,0,0,1,0,0,0,0,7,7,The participant was late for 10 minutes; so she was a little bit hurried when finishing the study. She said the study is about personalizing information in communication. ,0,0,0
515,2,1,Xinhao ,Sad,Interested,upset,I am sad because the girl missed her best friend of 10 years bachelorette party and because I felt the emotion while I read it. She said that she was tearing up thinking back on it. I'm interested because I'm not the only one who dreams of going to New York. Lastly; I am kind of upset that her friends car broke down after all the work they did to make sure it was working for the trip.,0,,2,1,3,1,5,4,1,2,4,1,3,1,1,2,1,2,3,3,1,1,1,5,excitement,frustration,hurt,She was excited at first to take a trip to NYC to plan her best friends bachelorette party. Then she became frustrated as the process of her not being able to make it to NYC at all went on and ultimately realizing she would miss it all together. Lastly; hurt because it was a very important day and it still effects her that she wasn't apart of it. ,5,3,4,4,4,5,2,3,2,2,2,4,2,3,5,3,5,5,1,3,4,1,1,2,5,3,1,1,3,2,4,1,5,4,3,5,2,1,2,4,4,2,5,5,2,1,5,5,5,5,1,1,5,3,5,1,5,5,5,5,5,5,3,5,1,3,5,3,4,3,17,2,18,1,1,0,0,0,0,0,0,0,3,2,"The participant said the end of the questionnaire is a little bit odd about asking her political standing. She said she felt sad for the ""previous participant"" which indicated that she was able to take the other person's perspective while reading the letter as instructed. ",0,0,0
516,2,2,Xinhao,sympathy,dissapointment,anger,,0,,1,2,3,4,4,4,2,3,3,1,1,1,3,1,2,3,3,3,1,2,1,4,excitement,dissapointment,rage,,2,5,1,5,1,1,3,4,1,1,2,1,4,1,3,1,5,4,1,1,2,1,1,5,2,4,1,2,5,1,1,5,5,4,5,2,3,4,5,1,1,5,2,3,1,2,5,3,4,1,3,2,5,3,4,1,1,3,5,4,2,3,4,4,2,5,5,1,5,1,21,2,18,1,0,0,0,1,0,0,0,0,8,7,The participant guessed the study is about how you try to imagine another person's experience and help you prepared if you experience the same issue again. ,0,0,0
517,1,1,Xinhao,Sincere,Sorry,Sad,I feel kind of bad that the person was not able to go to her own bachelorette party for her friend.,0,,1,2,1,1,4,3,1,1,1,1,1,1,3,1,2,1,2,3,1,2,1,4,hopeful,frustrated,sad,,1,2,2,3,4,1,1,5,1,1,1,1,2,1,5,3,4,5,1,1,5,1,2,3,4,3,1,3,3,2,2,1,5,4,2,4,3,4,1,2,3,1,3,3,2,2,2,2,3,2,3,4,4,4,3,4,2,3,2,3,3,3,3,1,3,4,2,1,2,1,20,4,18,0,0,0,0,1,0,0,0,0,7,8,The participant was asked to remain objective while reading the letter; but he said that the study is about how people put themselves in others' shoes. ,0,0,0
520,1,2,Xinhao,Understanding,Sympathetic,,I understand the previous subject's point of view on her experience. It is not something that has made me feel any differently about anything; but I can sympathize with her point of view.,0,,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Frustrated,Furious,Deceived,The speaker is highly frustrated about the events that she described. She was absolutely apoplectic about the fact that her friend lied to her; and she feels; to use the colloquial wording; like a sucker. She appears to be calmer given that time has passed between the event and letter writing; but it still seems to be something that has emotionally affected her.,1,3,1,4,2,1,3,4,1,1,1,1,4,1,1,1,5,3,4,4,5,1,2,5,2,4,1,2,4,2,1,3,5,1,5,2,2,1,5,1,2,5,5,4,1,3,4,1,5,2,1,2,5,5,5,2,3,3,5,5,3,4,2,3,2,4,4,2,3,2,21,6,18,0,0,0,0,0,0,1,0,0,8,8,The participant is a pre-med student and he has a background knowledge of doing research; he seems very enjoy the study after debriefing.,0,0,0
522,1,1,Xinhao,Disappointed,Upset,Tired,,0,,3,2,2,1,3,5,1,1,5,1,5,3,1,2,3,3,3,4,1,1,1,3,Sad,Annoyed,Worried,,2,2,3,1,2,4,1,3,1,2,1,1,2,1,5,4,4,5,1,1,4,1,1,4,5,5,2,2,2,2,2,1,5,1,5,2,3,2,2,2,2,1,5,5,3,1,4,3,5,4,1,3,4,3,4,3,4,3,5,4,5,2,4,4,1,4,5,2,5,2,20,4,18,0,0,1,0,0,0,0,0,0,7,7,The participant said he tried to remain objective but it was very hard for him. ,0,0,0
523,2,1,Xinhao,upset,sorry,dissapointed,the participant missed her best friend's bachelorete party; and she tried everything she could and even got stuck in the middle of nowhere trying to get there. feel bad for her; and sorry that all her effort went to waste,0,,1,1,3,1,4,4,1,1,4,1,4,1,3,4,3,1,1,3,1,1,1,4,sad,dissapointed,frustrated,she couldn't get to the party she planned no matter how hard she tried,1,1,1,3,3,1,2,4,1,1,1,1,1,1,5,4,5,5,4,4,3,1,2,4,5,5,1,4,4,1,2,1,5,5,5,3,4,4,4,2,2,2,4,5,3,3,3,2,4,2,2,2,4,2,4,3,1,2,4,4,4,2,4,4,2,5,4,1,3,2,21,3,18,0,0,0,0,0,1,0,0,0,7,7,The participant thought the study is about how people emotionally relate to other people. ,0,0,0
525,2,2,Xinhao,understanding,frustration,disappointment,After reading the letter I feel upset for the writer and I can understand her feelings of disappointment and frustration towards her friend who betrayed her and let her down.,0,,1,3,1,4,4,2,2,4,2,2,1,1,3,1,3,3,4,3,1,1,1,5,disappointment,Frustration,Sadness,,1,3,1,5,2,1,4,4,1,1,1,1,2,1,3,2,5,3,3,4,3,1,1,5,2,2,1,3,5,1,2,4,4,3,5,1,3,2,5,1,1,5,3,4,2,3,4,4,4,4,1,2,3,1,3,1,4,2,4,4,5,3,3,4,2,3,4,2,3,2,20,3,18,1,0,0,1,1,0,0,0,0,7,8,The participant said that the study was about how people visualize different and emphasize other people's situations. ,0,0,0
526,1,1,Xinhao,Sympathetic ,Astonished ,,I feel sympathetic towards the writer due to her recent experience that was rather unfortunate. I feel astonished because it was an event that I have only seen in movies or have read about. ,0,,1,2,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,4,Sad,Disappointment,,,1,1,1,3,2,1,1,3,1,1,1,1,1,1,3,1,2,5,1,3,1,1,3,3,5,4,1,2,3,3,3,1,5,3,3,4,4,1,1,4,3,1,4,3,2,2,2,5,4,5,2,3,4,2,3,2,4,4,3,4,2,3,3,3,2,3,3,2,5,1,20,4,18,1,0,1,0,0,0,0,0,0,7,7,The participant thought the study is about how people link themselves to other people's feelings. And she did not find the anything confusing about the study. ,0,0,0
527,2,1,Xinhao,upset,disappointment,anger,I feel upset that Melissa was not able to go to her best friend's bachelorette party and can feel hr disappointment about being unable to go. I feel anger towards the friend (because they had said it was going to be alright) and anger towards the car for breaking down. I am also angry that Melissa wasn't able to attend even though it meant so much to her.,0,,1,3,1,5,4,2,1,5,2,1,1,1,3,1,4,1,5,5,1,1,1,5,upset,disppointment,sad,,1,1,1,2,2,1,1,2,1,1,1,1,1,1,5,1,3,5,1,2,4,2,3,5,2,4,1,3,5,2,2,3,4,4,5,4,5,3,5,2,2,3,5,3,1,2,5,3,3,4,2,2,4,3,5,1,4,4,4,5,3,3,1,4,2,3,5,1,5,1,21,6,18,1,0,1,0,0,0,0,0,0,7,8,The participant said the research is about how differently people can react to the same situation. ,0,0,0
528,2,1,Xinhao,Sadness,Disappointment,Anger,It is not okay to be angry at a person who didn't cause the problem but it is unfair that the car broke down.,0,,1,3,1,4,4,2,2,4,2,1,4,1,3,1,4,1,5,4,1,1,1,5,Upset,Devastated,Heartbroken,,1,3,2,5,4,1,2,5,1,3,1,1,4,1,5,5,5,5,3,4,4,1,2,4,2,4,1,3,3,2,1,1,5,4,5,1,4,3,2,2,1,2,4,5,4,3,4,5,5,5,1,2,3,4,4,2,3,3,5,4,5,4,3,4,1,3,5,2,5,2,20,4,18,1,0,0,0,1,0,0,0,0,4,8,The participant was confused about the purpose of the study; and she was very surprised after she was debriefed.,0,0,0
